t,data
0,1.1018833569773
0.001,1.16669425072975
0.002,0.962057656949818
0.003,1.11810866601841
0.004,1.09093826199295
0.005,1.00961558518474
0.006,1.05332039888472
0.007,1.09213122332693
0.008,1.25391984698629
0.009,1.21347185149424
0.01,1.00750565299217
0.011,1.22674617331659
0.012,1.11127021124731
0.013,0.0718472563405171
0.014,0.110737145191305
0.015,0.0647516970850113
0.016,0.0687927825891843
0.017,0.149484880389273
0.018,0.145451724490024
0.019,0.145859620671481
0.02,0.108574856680404
0.021,0.0146256538657481
0.022,0.110861932566442
0.023,0.156511764458236
0.024,0.0994446885155894
0.025,0.126734650495893
0.026,0.111344256669162
0.027,0.0598279537606992
0.028,0.0896935733548329
0.029,0.0356358598120681
0.03,0.119419781587882
0.031,0.0176464946515424
0.032,0.0215564770915984
0.033,0.0345250652787562
0.034,0.927785791900255
0.035,1.14691901464075
0.036,1.09125952697281
0.037,1.03725358404151
0.038,1.14351492700476
0.039,0.989424179057315
0.04,1.06988787769573
0.041,1.06292764791963
0.042,1.09096033695827
0.043,1.09064292983187
0.044,1.03175600413378
0.045,1.07349743519019
0.046,0.066756049039548
0.047,0.106385364376436
0.048,0.129663283451974
0.049,0.13046366488072
0.05,0.0318173589005643
0.051,0.0788679545565212
0.052,0.0142941478192296
0.053,0.0193249629256618
0.054,0.0746575335948325
0.055,0.151631515414237
0.056,0.0365167043123159
0.057,0.0935689406380029
0.058,0.0637207798864373
0.059,0.130867806940723
0.06,0.0205467852473882
0.061,0.0766278732082487
0.062,0.102626351055611
0.063,0.130030510894043
0.064,0.152210594775197
0.065,0.0792965566587712
0.066,0.000420484468119486
0.067,1.03788490813701
0.068,1.021920913334
0.069,1.1925228612001
0.07,1.04421990592666
0.071,1.1124038391852
0.072,1.06537907447059
0.073,1.11943052127104
0.074,1.03675753817161
0.075,1.00488655153306
0.076,1.00388120374543
0.077,1.099409695493
0.078,1.06613124216906
0.079,1.06519732560963
0.08,0.145965507532127
0.081,0.0895792186992091
0.082,0.084890552673218
0.083,0.154384954498703
0.084,0.0347767021825226
0.085,0.10983122079248
0.086,0.116754408253634
0.087,0.0628142429811024
0.088,0.0857835043201872
0.089,0.0167078034258975
0.09,0.0176023610550703
0.091,0.0802437358008247
0.092,0.11111270161125
0.093,0.204274562630812
0.094,0.0416554664649307
0.095,0.0843665512289469
0.096,0.0708752787314522
0.097,-0.0216511458925494
0.098,0.0530516923032613
0.099,-0.0147339420727562
0.1,1.1170187764877
0.101,1.03059839588355
0.102,1.08000464165697
0.103,1.04777355350047
0.104,1.09017603973247
0.105,1.04498367189331
0.106,1.0994982660587
0.107,1.11196815618022
0.108,1.16059438914908
0.109,1.06529382321209
0.11,0.968082236528003
0.111,1.03302056263317
0.112,1.14272971640023
0.113,0.0213922355807874
0.114,0.123047693487028
0.115,0.0812024900001596
0.116,0.146834831135947
0.117,-0.0230449999682517
0.118,0.0651150887012925
0.119,0.01460772573701
0.12,0.220400401536468
0.121,0.116260944711425
0.122,0.143948598895831
0.123,0.0220909871006318
0.124,0.0515692209449687
0.125,0.0613765295374906
0.126,0.129921230894431
0.127,0.061106403360618
0.128,0.110077072908164
0.129,-0.0275908149955575
0.13,0.0573075001112783
0.131,0.0338206737421574
0.132,-0.00385285113996015
0.133,0.100398732545297
0.134,1.08909920318353
0.135,1.07667399411222
0.136,1.00831610282859
0.137,1.13137461391708
0.138,1.09250897053017
0.139,1.06004669848335
0.14,1.07614448963758
0.141,1.0619002282517
0.142,0.98748938157766
0.143,1.06071745142023
0.144,1.03343167442162
0.145,1.02603968474163
0.146,0.0171799172167999
0.147,0.0483221445342006
0.148,-0.0251317867941531
0.149,0.123211471131581
0.15,0.101003005072773
0.151,0.073998607417873
0.152,0.0732614456985758
0.153,0.0350918207717928
0.154,0.125934264106429
0.155,0.0683391260246132
0.156,0.039273491810642
0.157,0.142569288421333
0.158,0.0637614471973708
0.159,0.0455485484639599
0.16,0.0603123201132292
0.161,0.0326036878181033
0.162,0.0189935849378136
0.163,0.201299984605915
0.164,0.157774879644367
0.165,0.0903767579619126
0.166,0.0121440820323973
0.167,1.03172659847226
0.168,1.06617329428843
0.169,1.11457080308143
0.17,1.00839977893424
0.171,0.958506642209746
0.172,1.00254513535806
0.173,1.09167554165329
0.174,1.09456768022164
0.175,1.09758397094641
0.176,1.06848576734271
0.177,1.0841844547931
0.178,1.05119234916905
0.179,1.11810108057785
0.18,0.00691527645646228
0.181,0.0977514778222167
0.182,0.032564531003317
0.183,0.0582556530517976
0.184,0.102639167297227
0.185,0.126954532675248
0.186,0.0191180658367396
0.187,0.138032935456045
0.188,0.108007157052349
0.189,0.0716067223228656
0.19,0.0652389401050623
0.191,0.0641196824928404
0.192,0.0598446189324129
0.193,0.0761522812212552
0.194,0.0775645177924387
0.195,0.11630313951058
0.196,0.151348834336669
0.197,0.098345721784235
0.198,0.0645143330805631
0.199,0.106259517854381
0.2,1.08416136315007
0.201,1.02351162282167
0.202,1.12246109155655
0.203,1.09035309595734
0.204,1.08175874710497
0.205,1.10076231677624
0.206,1.08807031620277
0.207,1.02792571145223
0.208,1.06688311635981
0.209,1.06769726828342
0.21,1.04839943115956
0.211,1.15910517973316
0.212,1.031213532692
0.213,0.0508092474944939
0.214,0.0393997725486288
0.215,0.0162893834271591
0.216,0.0653880241230362
0.217,0.0612964885033699
0.218,0.151503625721205
0.219,0.0625487628743142
0.22,0.0217893293555336
0.221,0.155172864906002
0.222,0.136733957344539
0.223,0.0635186774518409
0.224,-0.000307985198986005
0.225,0.0527686091776507
0.226,0.0672029482137615
0.227,0.0888034126965768
0.228,0.061941817711176
0.229,0.0971710956452045
0.23,0.0945947104716224
0.231,0.0124660546586796
0.232,0.0276019538834283
0.233,0.0379446953029794
0.234,1.04960912248609
0.235,1.05897122466999
0.236,1.07562345206808
0.237,0.923541132929793
0.238,1.05214926795642
0.239,1.13712242031954
0.24,1.02166493005076
0.241,1.12168640813356
0.242,1.09251605006781
0.243,1.07354971181456
0.244,1.0841226083753
0.245,0.996747199292464
0.246,0.0707730260091137
0.247,0.155197317530144
0.248,0.0799173887320054
0.249,0.0770686806744807
0.25,0.038291544365163
0.251,0.0734593134993839
0.252,0.0866173506312238
0.253,0.0963193778704472
0.254,0.0563595629138247
0.255,0.0631772708121406
0.256,0.176184544330153
0.257,-0.0379176985248096
0.258,0.186472284022845
0.259,0.0918781850306553
0.26,0.125003040979456
0.261,-0.00820822374935304
0.262,0.0454982717897389
0.263,0.0610967918117344
0.264,0.0961357845610239
0.265,-0.00851003489252355
0.266,0.0985817163208151
0.267,1.01435764001628
0.268,1.07830950242123
0.269,1.10761779443307
0.27,1.09135299835885
0.271,1.12913167521184
0.272,1.12530385554095
0.273,1.04245461317011
0.274,1.0878528078717
0.275,1.02778110967979
0.276,1.00891057393037
0.277,1.12124129667469
0.278,1.07500249245376
0.279,1.07225405426953
0.28,0.120556363282693
0.281,0.104729184870453
0.282,0.0925100586937267
0.283,0.13751256141525
0.284,0.121489472927886
0.285,0.086988162852929
0.286,0.0404819448444387
0.287,0.0424223179124859
0.288,0.134605093526563
0.289,-0.00559151943389058
0.29,0.0737769031682041
0.291,-0.0224423588449451
0.292,0.126024900722633
0.293,0.118085815119671
0.294,0.0750581041741756
0.295,0.071458139341976
0.296,-0.049314196035164
0.297,0.104058616133796
0.298,-0.0346217459982953
0.299,-0.0409640153321652
0.3,1.07899668551492
0.301,1.02757595082147
0.302,1.09557453107117
0.303,1.1088488902842
0.304,1.11788662726027
0.305,1.04044204373085
0.306,1.09746888115834
0.307,1.08003166751575
0.308,1.1163034999235
0.309,1.1018078539963
0.31,1.11989442129925
0.311,1.06840310660377
0.312,1.06763992719244
0.313,0.125388670265272
0.314,-0.0311827731207875
0.315,0.0497706797242995
0.316,0.011470277509567
0.317,0.0558707598646175
0.318,0.107433963102431
0.319,0.116286357462088
0.32,0.0242528178659931
0.321,0.0514465043658416
0.322,0.0818512437065025
0.323,0.0604068312123213
0.324,0.0900909277630503
0.325,0.09499654714779
0.326,0.0285019220529935
0.327,0.0661584867035384
0.328,-0.0316047299580767
0.329,0.132268085525924
0.33,0.0435454619502922
0.331,0.0148075012998891
0.332,0.0623027658288594
0.333,0.0035676567683951
0.334,1.07395711911492
0.335,1.04696675017359
0.336,1.18388893545921
0.337,1.13192326936648
0.338,0.950155674840775
0.339,1.09706634658638
0.34,1.00509310620945
0.341,1.06224724100596
0.342,1.08322020366594
0.343,1.11238670144041
0.344,1.06134765252985
0.345,1.1538150073273
0.346,0.0509531424110576
0.347,0.0913756060414843
0.348,0.10823670603138
0.349,0.079259429636058
0.35,0.119047639269052
0.351,0.0911606568923798
0.352,0.0357926908167956
0.353,-0.0152686675693046
0.354,0.167929647427785
0.355,0.044773495561277
0.356,0.0801679861155323
0.357,0.103158347757299
0.358,0.0806798498367001
0.359,0.0297636893600983
0.36,0.0516142708774071
0.361,0.0687555026388446
0.362,0.148947924575201
0.363,0.0319592154996519
0.364,0.114233423364391
0.365,0.0904311569974264
0.366,0.0633069978935423
0.367,1.02215136270199
0.368,1.06079295226869
0.369,1.07066548587703
0.37,1.00153024627568
0.371,1.08460911224354
0.372,1.03388533618549
0.373,1.07028797060201
0.374,1.09181066704771
0.375,1.02976729703766
0.376,1.06058718193972
0.377,1.09250313787671
0.378,0.983207042874785
0.379,1.12679879541227
0.38,0.196223057246968
0.381,0.122970025470399
0.382,0.0592114002495295
0.383,0.0964311339929698
0.384,0.0232007610743303
0.385,0.168893273024793
0.386,0.122035220167607
0.387,0.114367288996762
0.388,0.0312062869021663
0.389,0.0909974567191165
0.39,0.0470852857574547
0.391,0.0594285290726553
0.392,0.0464995041678906
0.393,0.0237133192185643
0.394,0.0295627206562837
0.395,0.0645051332972204
0.396,-0.0099432042086306
0.397,0.105380028792304
0.398,0.0691100855366018
0.399,0.109958016682208
0.4,1.08848243208583
0.401,1.09971435276897
0.402,1.00084394887421
0.403,1.02398678071585
0.404,1.05265024946277
0.405,1.08048292956638
0.406,1.13143682260141
0.407,1.06050184796
0.408,1.13807753590706
0.409,1.09877124058536
0.41,1.13370583757469
0.411,1.08134735340218
0.412,1.0421592035526
0.413,0.000930046421060982
0.414,0.0827744497951947
0.415,0.11592756842605
0.416,0.0603705934582802
0.417,0.0479606791755737
0.418,0.0595679092359943
0.419,0.0201703349237263
0.42,0.0503495092341775
0.421,0.065963032179248
0.422,0.0772920552856852
0.423,0.0718108439988834
0.424,0.105566759703262
0.425,0.0804658846887435
0.426,0.165700772514019
0.427,0.0906011914164636
0.428,0.165224688586209
0.429,0.038843926021479
0.43,0.101327351887478
0.431,0.0619874569146941
0.432,0.105007125440431
0.433,0.104696539782438
0.434,0.965698919362588
0.435,1.00864784252399
0.436,1.00294932011805
0.437,1.09509222485199
0.438,1.14851006404243
0.439,1.0586592885607
0.44,1.11561615023204
0.441,1.10227700517631
0.442,1.02241838452396
0.443,1.09487334978977
0.444,1.03740526306591
0.445,1.1508133448323
0.446,0.0733716745402759
0.447,0.156799982863915
0.448,0.0537470754694984
0.449,0.104471668335911
0.45,0.0718604387140838
0.451,-0.0260979465025896
0.452,0.0258934237110475
0.453,0.105625564908347
0.454,0.072255693500566
0.455,0.0190633998773637
0.456,0.043681073056643
0.457,0.0874758870281397
0.458,0.0253490496725199
0.459,0.123747511240566
0.46,0.042964524663697
0.461,0.165443131025963
0.462,0.0210066874630586
0.463,0.0849594722037632
0.464,-0.00105132808844777
0.465,0.0388184437355463
0.466,0.0453374842494598
0.467,1.09506681699094
0.468,1.12210666596185
0.469,1.09002429837979
0.47,1.05634646706845
0.471,1.11577442540462
0.472,1.11494434960784
0.473,1.08101026409782
0.474,1.10356238148572
0.475,1.09563980051557
0.476,1.02565190583242
0.477,1.11297841629574
0.478,1.04213993504508
0.479,1.04480407593119
0.48,0.0838473411164705
0.481,0.0596248265068624
0.482,0.0684089823542052
0.483,0.104767883694205
0.484,0.127341639215262
0.485,0.0651020683694079
0.486,0.09138390819536
0.487,0.0630849247705133
0.488,0.0864798446610157
0.489,0.0969998952411314
0.49,0.0441567035555386
0.491,0.0887418393455833
0.492,0.105055101623415
0.493,0.0796153975619481
0.494,0.161492069578618
0.495,0.0445721277630839
0.496,0.0381470114151097
0.497,-0.0124939653193813
0.498,0.120524128982356
0.499,0.118354127647366
0.5,1.0710053580471
